Sn	Sp	Acc	MCC	<<Cutoff
0.873239	0.546201	0.568421	0.211235	0.0253189
0.873239	0.545175	0.567464	0.210704	0.0251593
0.873239	0.544148	0.566507	0.210174	0.0251281
0.873239	0.543121	0.56555	0.209644	0.0249636
0.873239	0.542094	0.564593	0.209116	0.0247837
0.873239	0.541068	0.563636	0.208588	0.0247784
0.873239	0.540041	0.562679	0.208061	0.0246583
0.873239	0.539014	0.561722	0.207535	0.0245103
0.873239	0.537988	0.560766	0.20701	0.0244718
0.873239	0.536961	0.559809	0.206486	0.0242174
0.873239	0.535934	0.558852	0.205962	0.02421
0.873239	0.534908	0.557895	0.205439	0.0241601
0.873239	0.533881	0.556938	0.204917	0.0239458
0.873239	0.532854	0.555981	0.204396	0.0237936
0.873239	0.531828	0.555024	0.203876	0.0237285
0.873239	0.530801	0.554067	0.203356	0.0236574
0.873239	0.529774	0.55311	0.202837	0.0233493
0.873239	0.528747	0.552153	0.202319	0.02334
0.873239	0.527721	0.551196	0.201801	0.0232906
0.873239	0.526694	0.550239	0.201284	0.0232085
0.887324	0.526694	0.551196	0.208374	0.022913
0.887324	0.525667	0.550239	0.207859	0.0227844
0.887324	0.524641	0.549282	0.207344	0.0226843
0.887324	0.523614	0.548325	0.206831	0.022614
0.887324	0.522587	0.547368	0.206318	0.0226014
0.887324	0.521561	0.546411	0.205805	0.0225377
0.887324	0.520534	0.545455	0.205294	0.0224746
0.887324	0.519507	0.544498	0.204783	0.022354
0.887324	0.51848	0.543541	0.204273	0.0222094
0.887324	0.517454	0.542584	0.203764	0.0217897
0.887324	0.516427	0.541627	0.203255	0.021758
0.887324	0.5154	0.54067	0.202747	0.0216145
0.887324	0.514374	0.539713	0.20224	0.0214893
0.887324	0.513347	0.538756	0.201733	0.0213602
0.887324	0.51232	0.537799	0.201227	0.0212296
0.887324	0.511294	0.536842	0.200722	0.0211324
0.887324	0.510267	0.535885	0.200218	0.0209459
0.887324	0.50924	0.534928	0.199714	0.0206652
0.887324	0.508214	0.533971	0.199211	0.0204946
0.887324	0.507187	0.533014	0.198708	0.0202916
0.887324	0.50616	0.532057	0.198206	0.0197091
0.887324	0.505133	0.5311	0.197705	0.0196331
0.887324	0.504107	0.530144	0.197205	0.0195995
0.887324	0.50308	0.529187	0.196705	0.0193849
0.887324	0.502053	0.52823	0.196205	0.0193424
0.887324	0.501027	0.527273	0.195707	0.0193281
0.887324	0.5	0.526316	0.195209	0.0192736
0.887324	0.498973	0.525359	0.194711	0.0190571
0.887324	0.497947	0.524402	0.194214	0.0190442
0.901408	0.497947	0.525359	0.201337	0.0188583
0.901408	0.49692	0.524402	0.200842	0.0187214
0.901408	0.495893	0.523445	0.200348	0.0185331
0.901408	0.494867	0.522488	0.199854	0.0184693
